,date,initial_capital,investment_cost,investment_value,cash,net_capital,P&L,percentage_change
235,2022-02-25,1000000,985804.3789,1054672.3835,40901.84229999976,1095574.2257999997,95574.22579999967,0.095574
236,2022-02-28,1000000,985804.3789,1049745.674,40901.84229999976,1090647.5162999998,90647.51629999978,0.090648
237,2022-03-01,1000000,985804.3789,1045169.1049,40901.84229999976,1086070.9471999998,86070.94719999982,0.086071
238,2022-03-02,1000000,987245.2334,1059983.3321,37787.13989999976,1097770.4719999998,97770.47199999983,0.09777
239,2022-03-03,1000000,987245.2334,1070379.5192,37787.13989999976,1108166.6590999998,108166.65909999982,0.108167
240,2022-03-04,1000000,987245.2334,1079165.362,37787.13989999976,1116952.5018999998,116952.5018999998,0.116953
241,2022-03-07,1000000,987245.2334,1070202.5176,37787.13989999976,1107989.6574999997,107989.65749999974,0.10799
242,2022-03-08,1000000,987245.2334,1051619.0769,37787.13989999976,1089406.2167999998,89406.21679999982,0.089406
243,2022-03-09,1000000,987245.2334,1055909.2697,37787.13989999976,1093696.4096,93696.4095999999,0.093696
244,2022-03-10,1000000,987245.2334,1060050.8421,37787.13989999976,1097837.9819999998,97837.98199999984,0.097838
245,2022-03-11,1000000,987245.2334,1053313.1925,37787.13989999976,1091100.3323999997,91100.33239999972,0.0911
246,2022-03-14,1000000,987245.2334,1057760.5192,37787.13989999976,1095547.6590999998,95547.65909999982,0.095548
247,2022-03-15,1000000,987245.2334,1071965.7189,37787.13989999976,1109752.8587999998,109752.85879999981,0.109753
